id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
52401,Nuits Burgundy,,24,24,1881,1918,0.0,3.5
52418,Walker's Whiskey,,25,25,1900,1914,0.0,0.2
52551,Huitres de Cape Cod,,44,45,1905,1938,0.0,0.4
52553,Cherry Stone clams,,64,100,1891,1959,0.2,0.75
52583,Oak Island Oysters,,17,17,1892,1912,0.15,0.25
52702,Fresh pumpkin pie,,30,33,1901,1958,0.2,25.0
52717,Oysters: Bluepoints,,28,30,1907,1946,0.3,0.3
52719,Oysters: Cape Cods,,11,13,1907,1917,0.3,0.45
52723,Oysters: Cotuits,,13,15,1907,1917,0.3,0.4
52728,Clams: Little Necks,,26,29,1907,1917,0.3,30.0
52730,Clams: Cherry Stones,,20,23,1907,1917,0.35,35.0
52749,Croute-au-pot Soup,,12,12,1907,1933,0.25,0.4
52750,Canape of Sardines,,81,81,1905,1957,0.3,0.5
52766,"Crab, Ravigotte",,11,12,1912,1916,0.64,0.65
52774,Grape-Nuts,,22,30,1905,1954,0.0,0.3
52792,Bronx Cocktail,,118,123,1907,1968,0.0,1.0
52801,G. H. Mumm's Selected Brut,,20,22,1906,1914,2.25,5.0
52823,Roast Long Island Duckling,,21,23,1907,1962,1.0,5.5
52886,Almond Custard Pie,,8,10,1899,1949,0.0,0.25
52911,"Sheepshead, Courtbouillon",,18,18,1907,1915,0.4,0.85
52913,"Oysters, Cotuits",,11,12,1907,1917,0.3,0.4
52933,Salade Nicoise,,39,42,1905,2012,0.0,0.7
52945,"Asparagus Tips, Vinaigrette",,28,31,1898,1973,0.3,0.6
52969,Mixed beans,,12,12,1891,1913,0.15,15.0
53016,"Fillet of Sole, Joinville",,15,15,1897,1914,0.5,1.5
53217,Cream of Asparagus Soup,,63,66,1881,1987,0.0,1.25
53330,Grilled Lamb chops,,14,15,1901,1991,0.0,17.0
53414,Broiled Tenderloin Steak,,24,24,1894,1955,0.6,4.25
53433,Cold: Roast Beef,,70,71,1858,1910,0.25,0.75
53518,Salade Chicoree,,13,15,1900,1962,0.45,0.5
53571,Emince of chicken a la King,,20,20,1905,1959,1.25,7.95
53577,Fresh artichoke,,22,22,1896,1969,0.35,1.95
53593,Consomme Xavier,,14,17,1901,1962,0.0,0.6
53621,"Salad, Macedoine",,16,16,1898,1913,0.25,0.6
53627,Broiled Squab chicken,,12,12,1905,1947,0.0,3.0
53634,Cold Squab,,27,30,1897,1917,0.65,1.25
53689,Sauce Bearnaise,,18,19,1900,1985,0.0,1.75
53703,Stewed Cherries,,17,17,1900,1972,0.0,0.35
53766,Broiled Sausages,,10,10,1898,1947,0.3,0.85
53902,"Gumbo, Creole",,94,95,1905,1954,0.25,0.75
53912,Sirloin Steak for two,,13,13,1900,1950,0.75,9.5
53988,Potatoes O'Brien,,140,141,1896,1958,0.0,40.0
53990,Glazed Sweet Potatoes,,10,10,1901,1946,0.25,0.3
54078,Brandy Flip,,46,46,1900,1962,0.25,1.4
54080,Whiskey Flip,,17,17,1905,1961,0.2,0.95
54090,Coffee cocktail,,48,49,1900,1963,0.2,1.35
54101,Royal Fizz,,99,100,1900,1963,0.2,1.45
54102,New Orleans Fizz,,92,93,1905,1963,0.2,1.45
54106,Brandy Fizz,,16,16,1905,1961,0.25,1.25
54137,Roast-Beef,,18,18,1899,1969,1.6,1.6
54138,Mamie Taylor,,23,23,1905,1961,0.2,0.9
54169,White Rock Lemonade,,42,43,1905,1942,0.2,0.3
54177,Hot Lemonade,,44,44,1905,1933,0.0,0.65
54179,Fruit Lemonade,,26,31,1905,1957,0.0,0.75
54205,"Pommery, Brut",,19,19,1896,1959,2.0,11.75
54218,Floriac,,31,32,1881,1928,0.4,2.25
54238,Red Heart Rum,,12,12,1900,1955,0.15,1.5
54246,Gordon Gin,,44,46,1905,1973,0.0,1.5
54258,Rob Roy Cocktail,,18,18,1905,1968,0.15,1.25
54267,Chateau Latour,,17,18,1856,1981,1.25,14.0
54270,Gin Daisy,,41,41,1905,1980,0.2,1.75
54274,Sloe Gin Fizz,,142,149,1905,1987,0.0,1.5
54276,Sloe Gin Rickey,,61,62,1905,1970,0.2,0.9
54329,Dewar's White Label,,73,75,1905,1987,0.0,75.0
54334,"Consomme, hot, cup",,15,15,1905,1939,0.15,0.3
54336,Chateau Beychevelle,,12,13,1890,1914,0.0,9.0
54341,Bacon and Egg,,14,14,1900,1957,0.0,1.5
54347,Sparkling Pommard,,16,16,1905,1918,1.5,5.0
54352,Black and White,,73,74,1905,1970,0.0,3.5
54399,Mustard Pickles,,16,16,1900,1961,0.0,15.0
54402,Green River Bourbon,,10,10,1905,1941,0.15,1.25
54427,Fernet Branca,,116,118,1892,1989,0.0,40.0
54431,Home-made Vegetable Soup,,24,24,1901,1948,0.25,0.35
54440,"Lemon Soda, Domestic",,14,14,1905,1919,0.15,0.2
54441,"Sarsaparilla, Domestic",,36,36,1905,1933,0.1,0.3
54443,Finnan Haddie in Cream,,23,23,1901,1955,0.0,1.0
54520,Stewed Prunes with Whipped Cream,,9,10,1901,1913,0.1,10.0
54551,Fried Mush with Maple Syrup,,11,11,1900,1919,0.1,0.3
54564,Omelette a la Creole,,14,14,1900,1953,0.2,0.75
54622,Cafe Glace,,33,34,1888,1987,0.0,20.0
54625,Lamb Kidneys on Toast,,15,15,1889,1919,0.2,50.0
54632,Preserved Figs with Cream,,29,30,1901,1954,0.0,0.6
54763,"Salad, FRESH FRUIT",,11,11,1901,1933,0.5,0.65
54790,"Fine Vintage Claret, American",,11,11,1900,1901,0.6,1.0
54793,"Sauterne, American",,11,11,1900,1901,0.4,0.9
54797,Oloroso Sherry,,28,28,1895,1939,0.2,4.0
54817,Hostetters's Bitters,,10,10,1900,1918,0.1,0.15
54818,Pommery & Greno Sec Champagne,,10,10,1900,1917,2.0,6.0
54838,"Liqueur, Maraschino",,10,10,1900,1914,0.0,1.25
54844,"Whisky, Irish",,19,20,1900,1906,0.0,4.5
54969,Lettuce & Tomato Salad,,25,25,1899,1981,0.1,0.75
54975,Fried Frog's Legs,,75,80,1900,1917,0.5,70.0
55132,Marie Antoinette salad,,41,41,1900,1933,0.5,0.6
55207,Chocolat Ice Cream,,13,13,1900,1933,0.4,0.45
55238,"Whiskey, Canadian Club",,28,28,1900,1958,0.0,2.0
55478,Consomme Napolitaine,,17,18,1892,1921,0.1,0.4
55556,Cream Gervais cheese,,17,17,1900,1917,0.25,0.3
55585,Port du Salut cheese,,140,170,1891,1979,0.1,1.75
55659,Potatoes Rissole,,11,11,1899,1958,10.0,10.0
55934,Cold boned capon,,51,51,1897,1918,0.4,1.0
55958,Broiled spring lamb chops,,14,14,1901,1980,0.9,15.95
56061,"Potatoes, fried sweet",,12,12,1892,1913,0.15,0.25
56069,Cup of cocoa,,16,16,1898,1963,0.0,10.0
56137,Fromage de Camembert,,17,18,1895,1917,0.45,0.45
56358,De Brie cheese,,10,10,1887,1958,0.15,0.2
56374,Te,,17,18,1900,1989,0.0,20.0
56386,String Beans au Beurre,,16,16,1896,1969,0.3,0.3
56487,Pommes Dauphine,,20,20,1895,1972,0.25,0.25
56551,Scrambled eggs with asparagus tips,,16,17,1900,1955,0.4,0.85
56604,Chicken Bouillon,,14,15,1899,1946,0.1,10.0
56635,Meuniere,,15,16,1897,1972,0.0,1.0
56641,The Boss's breakfast,,11,11,1901,1918,0.35,0.6
56663,Stewed New Tomatoes,,15,15,1897,1914,0.05,0.25
56667,"Asparagus, Butter Sauce",,31,31,1891,1950,0.0,0.85
56675,Hot Tea Biscuits,,24,30,1900,1946,0.05,0.1
56754,Vino de Pasto Sherry,,11,11,1892,1918,0.15,3.0
56755,Creme de Cassis,,34,34,1900,1967,0.0,15.0
56955,Fresh strawberries with cream,,53,60,1896,1979,0.0,2.0
56981,Kidney omelet,,13,13,1900,1920,0.3,0.75
57005,Eggs a la russe,,16,16,1901,1980,0.0,2.85
57029,"Egg, extra",,31,31,1901,1953,0.05,0.1
57110,Apricot Sherbet,,18,18,1901,1973,0.25,0.25
57355,Cherrystones clams,,38,39,1900,1947,0.15,0.6
57374,Plain scrambled eggs,,10,10,1900,1954,0.2,0.6
57520,"Lager, Anheuser-Busch",,16,16,1900,1910,0.12,0.12
57522,"Lager, Pilsener",,18,18,1900,1910,0.12,0.12
57597,Chicken Liver Brochette,,17,17,1900,1960,0.3,2.1
57667,Omelet with asparagus,,13,13,1899,1972,0.0,0.45
57827,Torte,,13,13,1899,1971,0.0,0.25
58057,Chicken Broth with Noodles,,17,19,1900,1979,0.0,1.25
58132,Cinnamon Buns,,17,17,1898,1963,0.15,0.15
58170,"Port, Sandeman's",,13,13,1900,1918,0.2,4.0
58179,Boston Baked Beans and Brown Bread,,11,11,1899,1921,0.15,0.2
58186,Asparagus Tips Salad,,31,32,1900,1958,0.0,0.9
58196,Guiness' Stout,,20,21,1899,1978,0.15,2.0
58204,Lyonnaise potato,,16,16,1900,1959,0.15,0.8
58229,"Kennebec Salmon, Sauce Verte",,45,45,1901,1933,1.1,1.1
58251,Sugar Peas,,11,12,1897,1939,0.6,0.6
58272,Puree Mongole soup,,9,10,1900,1943,0.0,0.4
58335,Key West Cigars,,18,18,1900,1914,0.1,0.5
58363,Swiss Cream Cheese,,70,107,1900,1973,0.2,0.3
58586,Salad Waldorf,,15,15,1896,1953,0.5,0.5
58636,Grape pie,,16,16,1881,1901,0.05,0.05
58788,Red Raven,,79,79,1900,1945,0.15,15.0
58927,Consomme aux Oeufs Poches,,10,10,1895,1907,0.3,0.7
59040,"Cake, Assorted",,10,10,1896,1901,0.2,0.2
59054,Roastbraten,,14,14,1900,1917,0.85,0.85
59083,Cheese Souffle,,17,17,1900,1961,0.0,0.5
59345,Moet et Chandon,,19,19,1896,1978,0.0,22.0
59380,Creme St. Germain,,10,13,1897,1965,0.0,1.5
59675,Cold Boiled chicken,,14,14,1900,1965,1.0,1.0
59812,Cold Lambs' Tongues,,21,22,1894,1907,0.35,0.35
59898,Potato pancakes,,23,24,1901,1950,0.15,1.0
60042,Claymore Scotch,,12,12,1900,1901,0.12,1.25
60112,Consomme clear,,10,10,1899,1948,0.15,0.25
60147,"Green turtle soup, clear",,14,15,1889,1914,0.25,1.5
60201,Noodle Soup,,21,21,1900,1985,0.05,3.0
60217,Petits Fours Assortis,,15,15,1891,1928,0.25,0.25
60243,Quince preserves,,11,11,1865,1914,0.2,0.3
60271,Milk Bread,,10,10,1889,1901,0.05,0.05
60282,Consomme Chatelaine,,16,16,1881,1910,0.25,0.25
60286,Broiled Lamb Kidneys on Toast with Bacon,,14,14,1900,1914,0.3,0.35
60313,Maraschino liqueur,,27,27,1891,1959,0.0,1.25
60401,Cold Smoked Ham,,15,15,1892,1969,0.0,2.95
60481,Pont l'Eveque cheese,,142,144,1896,1970,0.1,15.0
60748,Pecan pie,,30,30,1901,1989,0.0,2.25
61194,Fresh Strawberry Mousse,,58,59,1900,1957,0.0,0.5
61229,Roquefort Cheese and Toasted Crackers,,10,10,1900,1954,0.15,0.25
61343,Almond Cake,,35,44,1866,1969,0.0,0.25
61516,"Asparagus Salad, French Dressing",,12,12,1900,1943,0.15,0.35
61658,Vanille ice cream,,16,16,1892,1981,0.25,1.9
61769,Stewed prunes & apricots,,13,13,1899,1944,0.1,0.1
61847,Deutsche Pfannkuchen,,42,42,1901,1969,0.4,0.4
61991,Consomme with tapioca,,9,10,1900,1938,0.15,0.4
62131,Cotuit oysters,,82,98,1894,1984,0.1,1.15
62140,Squab Guinea Hen,,11,11,1907,1914,1.0,2.0
62236,Cold Yorkshire ham,,10,12,1901,1933,0.75,0.8
62331,strained okra,,52,52,1896,1933,0.25,0.75
62427,"Pork and Beans, Boston Style",,22,23,1865,1921,0.1,0.5
62429,Sorbet Creme de Menthe,,74,88,1900,1958,0.3,40.0
62441,Scrambled eggs (2),,28,28,1895,1957,0.0,10.0
62492,Corn muffin,,9,10,1900,1959,0.0,0.3
62555,Strawberry ice,,54,52,1897,1963,0.0,0.4
62770,Anna potatoes,,48,48,1899,1980,0.3,0.75
62782,Champagne sherbet,,10,10,1901,1985,1.95,1.95
62826,Clear turtle soup,,28,30,1890,1974,0.0,0.75
63143,Beaujolais Burgundy,,11,11,1888,1918,0.5,3.0
63149,"Oyster stew, cream",,43,43,1900,1955,0.35,1.25
63216,Cold Westphalian ham,,10,10,1900,1969,0.4,0.85
63323,Anchois sur toast,,18,18,1900,1968,0.0,0.55
63335,framboises,,13,13,1900,1967,0.0,0.95
63456,Gefrorenes,,10,10,1900,1914,0.0,1.0
63496,Consomme Rice,,9,11,1900,1962,0.15,10.0
63620,Cresses,,17,23,1884,1916,0.15,0.25
63659,Stuffed Egg Plant,,20,21,1881,1933,0.2,20.0
63715,Broiled Mushrooms,,44,47,1900,1969,0.35,3.95
64409,Escargots,,20,23,1897,1986,0.0,4.75
64413,Entrecote,,20,22,1892,1981,0.0,1.5
64674,Scallops with bacon,,11,11,1900,1915,0.25,0.75
64684,Havana Cigars,,22,22,1898,1958,0.0,0.5
64719,Pabst Blue Ribbon Beer,,26,26,1901,1961,0.1,0.5
64862,Orange Salad,,15,15,1892,1974,0.0,0.45
64998,Split peas Soup,,27,28,1933,1933,0.2,0.35
65375,"BOILED KENNEBEC SALMON, Sauce Hollandaise",,10,10,1896,1933,1.1,1.1
65404,Corbeille de Fruits,,130,159,1888,1990,0.0,1.35
65642,Caviar d'Astrakhan,,12,12,1905,1907,0.5,1.5
65644,Mignardises,,98,103,1905,1990,0.5,0.5
65651,Lamballe,,7,10,1905,1917,0.25,0.5
65676,Chapon,,97,98,1883,1933,0.0,400.0
65680,Mais a la creme,,10,10,1905,1969,0.0,0.5
65697,Parfait aux marrons,,11,11,1905,1940,0.25,0.35
65702,Brugnons,,13,13,1905,1906,0.0,0.75
65755,Celery with marrow,,61,61,1905,1963,0.35,0.7
65756,Stewed corn in cream,,12,12,1905,1937,0.0,0.5
65758,Guinea chick,,14,14,1905,1905,1.5,2.0
65763,Chocolate Custard Pie,,48,53,1898,1940,0.2,0.3
65788,Cold Pressed Corned Beef,,34,34,1856,1945,0.25,0.9
65791,Cold chipped beef,,10,10,1881,1901,0.25,0.4
65960,Manilla Cigars,,15,15,1900,1900,0.0,0.03
66077,St. Germain soup,,38,61,1901,1959,0.15,0.95
66100,Ripe California Olives,,10,10,1905,1946,0.1,0.25
66135,Pineapple Ice,,73,79,1892,1965,0.1,0.75
66303,"Lettuce, Mayonnaise",,11,11,1881,1907,0.25,0.25
66339,Force with Cream,,15,15,1905,1933,0.1,0.4
66380,"Terrapin, Philadelphia Style",,16,16,1889,1915,1.25,2.5
66469,Gouda Cheese,,41,42,1898,1974,0.0,0.5
66473,Bacon and Egg Sandwich,,55,56,1907,1987,0.2,3.25
66478,Boiled Egg Sandwich,,10,10,1907,1961,0.1,0.35
66479,Lobster Salad Sandwich,,28,30,1907,1972,0.35,3.75
66483,Buckwheat Griddle Cakes,,19,20,1898,1910,0.1,0.15
66543,Bitters,,14,14,1898,1941,0.1,0.3
66549,Broiled Mushrooms on Toast,,18,18,1901,1948,0.55,1.75
66630,Benedictine liqueur,,16,16,1900,1964,0.0,1.25
66640,"""Paulding's"" Cider",,13,13,1900,1910,0.12,0.4
66645,Clams on the half shell,,10,11,1894,1988,0.0,7.0
66673,HAZELNUTS,,13,13,1900,1963,0.3,0.3
66677,Broiled Egg Plant,,25,25,1894,1944,0.0,0.5
66715,"New asparagus, butter sauce",,14,15,1899,1947,0.25,0.9
66723,Chestnut Plombiere,,117,125,1900,1940,0.35,50.0
66724,Antipasti,,112,138,1905,1963,0.4,60.0
66725,Savarin au Kirsch,,70,94,1906,1917,0.0,3.0
66726,Confiture de Bar-le-Duc,,13,13,1906,1917,0.4,40.0
66740,"Chicken Broth, Bellevue per cup",,77,77,1906,1917,0.3,0.35
66743,Snails,,8,10,1895,1963,0.0,1.0
66747,Florida,,15,16,1905,1959,0.35,60.0
66749,"Crab Meat, Creole",,24,26,1898,1915,0.5,2.0
66758,"Artichoke, Hollandaise",,60,61,1905,1917,0.35,0.75
66764,Crab Ravigotte,,29,33,1906,1959,0.6,4.1
66768,Mixed Cold Meat,,30,35,1900,1987,0.75,50.0
66777,Mixed Cold Meat with Chicken,,26,30,1900,1914,0.1,1.1
66791,Cardons a la moelle,,11,12,1880,1912,0.0,0.6
66841,Mumm's Selected Brut,,12,12,1906,1914,3.25,6.0
66885,Bisque de crevettes,,14,14,1883,1969,1.25,1.7
66936,"Brook Trout, Meuniere",,18,19,1900,1957,0.5,1.1
66965,Crevettes Roses,,13,14,1906,1968,0.0,1.75
66970,Caviar frais,,24,24,1898,1990,0.0,4.0
66971,Creme de Tomates,,14,14,1906,1986,0.0,1.0
66985,Consomme en gelee,,22,24,1906,1964,0.0,0.25
66990,Omelette Parmentier,,8,11,1906,1971,0.0,0.6
67015,Glace Vanille,,65,69,1893,1978,0.0,0.5
67022,Glace Cafe,,16,16,1900,1972,0.0,0.4
67023,Glace Citron,,9,10,1906,1955,0.0,0.5
67026,Haricots Verts frais,,15,15,1897,2012,0.0,0.8
67027,Celeris,,38,38,1905,1926,0.0,0.6
67034,Supreme Jeannette,,26,32,1906,1933,1.25,1.5
67049,Tete de veau vinaigrette,,10,10,1905,1968,0.0,0.6
67082,Figues,,14,16,1886,1938,0.0,0.5
67107,Brut Imperial,,10,10,1892,1958,0.0,4.0
67108,Egg-O-See,,10,10,1905,1910,0.2,0.2
67141,Omelette aux champignons,,30,31,1900,1974,0.0,3.25
67143,Choux-fleurs au gratin,,32,32,1887,1965,0.0,0.75
67157,"Grapefruit, half",,17,17,1905,1946,0.0,0.3
67186,Meringues a la Creme,,12,12,1858,1908,0.1,0.35
67226,Tarte aux fraises,,13,13,1900,1978,0.0,0.4
67253,Coulommiers,,29,40,1906,1965,0.0,20.0
67254,Port-Salut,,25,25,1899,1973,0.0,1.0
67265,Jambon d'York,,105,109,1892,1977,0.0,0.75
67269,Langue ecarlate,,20,21,1892,1972,0.0,0.6
67284,Pieds de mouton poulette,,12,15,1906,1968,0.0,0.85
67346,Sirloin steak (for 2),,100,101,1905,1969,0.6,19.7
67388,Peches Melba,,13,14,1905,1944,0.0,1.5
67390,Bartlett pear,,31,32,1900,1969,0.0,1.1
67391,Graves superieur,,18,19,1895,1959,0.0,6.5
67416,"Pig's feet, broiled",,12,14,1900,1905,0.2,0.4
67417,Potatoes cream au gratin,,10,10,1892,1918,0.15,0.3
67423,Rice a la creole,,12,12,1892,1937,0.4,0.4
67463,New Garden Peas,,19,19,1905,1957,0.2,0.55
67477,Banana Short Cake,,17,18,1905,1948,0.05,0.5
67571,Creamed Rice Pudding,,13,14,1905,1961,0.05,25.0
67584,Pommes de terre Chateau,,17,17,1886,1961,0.3,0.3
67605,Orange Sliced,,16,16,1905,1945,0.05,0.35
67629,Champignons sur toast,,13,13,1891,1978,0.0,1.25
67695,Perrier,,135,136,1906,1997,0.0,60.0
67700,"Salad, Tomatoes",,11,11,1892,1900,0.2,0.5
67783,Preserved Figs in Syrup,,11,12,1898,1964,0.0,0.45
67895,Fromages Assortis,,19,20,1889,1987,0.0,20.0
67948,Crab meat Dewey,,11,11,1905,1959,0.85,4.75
67962,Boston Duck,,12,12,1906,1918,2.5,275.0
67974,CREAM OF MUSHROOMS,,13,13,1898,1966,0.0,0.55
67978,Spiced smelts,,11,11,1906,1906,0.4,40.0
67986,"Broiled salmon, Maitre d'Hotel",,12,12,1898,1921,0.4,7.0
68013,Tea and cream,,37,37,1905,1906,0.35,35.0
68025,Bouillon des clovisses en tasse,,27,27,1906,1906,0.3,30.0
68057,New Spinach with Egg,,35,36,1907,1921,0.15,0.3
68062,Fried Tomato,,10,10,1907,1939,0.0,0.25
68069,Pommes des Bermudes,,22,22,1906,1906,0.3,3.0
68072,Haricots verts primeurs,,49,49,1906,1906,0.4,75.0
68076,PETITS POIS FRAIS,,57,57,1891,1955,0.0,75.0
68078,Asperges friaches,,24,24,1906,1906,0.5,150.0
68080,Epinards a la creme,,27,28,1891,1968,0.0,40.0
68081,Betteraves au beurre,,25,25,1900,1937,0.0,40.0
68088,Patates au four,,15,15,1905,1906,0.25,25.0
68092,Biscuit aux fraises a la Chantilly,,11,11,1906,1906,1.25,125.0
68105,Glace aux fraises fraiches,,26,26,1906,1906,0.5,50.0
68106,"Oysters, Cape Cods",,14,14,1900,1933,0.25,0.45
68114,Cafe a la creme,,44,44,1899,1907,0.3,35.0
68115,The a la creme,,41,41,1905,1906,0.35,35.0
68150,Consomme Frappe,,24,24,1901,1907,0.15,0.15
68175,Cold Chicken Broth,,54,60,1899,1973,0.15,0.55
68180,"Lettuce, Dressed",,21,21,1858,1901,0.1,0.25
68182,Mint Sherbet,,16,20,1899,1989,0.25,0.4
68205,Strawberry Jelly,,15,15,1881,1954,0.3,0.5
68224,Stewed Fresh Tomatoes,,58,87,1905,1969,0.2,1.5
68267,Pears (1),,52,54,1892,1918,0.1,15.0
68362,Green Peppers,,10,10,1892,1958,0.15,2.5
68416,Bourbon,,63,64,1882,1990,0.0,75.0
68418,Rob Roy,,111,113,1906,1999,0.0,95.0
68433,Sours,,14,14,1900,1965,0.0,1.5
68448,Ginger Ale (Domestic),,13,13,1907,1948,0.1,25.0
68449,Ginger Ale (Imported),,11,11,1907,1937,0.2,0.45
68703,sorbet au citron,,16,16,1901,1978,0.0,1.4
68710,cold pickled lamb's tongue,,27,27,1897,1910,0.25,0.5
68839,Grape Fruit Cocktail,,112,114,1907,1972,0.0,60.0
68887,Cornets Chantilly,,17,18,1885,1915,0.25,0.25
68906,PERRIER JOUET SPECIAL,,10,10,1890,1899,1.75,3.5
68958,Oeufs Florentine,,11,11,1906,1907,0.6,0.6
68961,Bouillabaisse,,25,27,1907,2006,0.0,27.0
68966,Germiny,,42,46,1905,1933,0.0,40.0
68981,Bass a l'Arlesienne,,10,10,1907,1907,0.45,0.8
68982,Tripe a la Mode de Caen,,16,17,1900,1943,0.0,2.25
68996,Pear (1),,12,12,1906,1917,0.15,25.0
69003,"Gruyere, per person",,10,13,1907,1915,0.2,0.25
69007,"Roquefort, per person",,10,13,1907,1916,0.2,0.25
69016,Coffee ice,,10,12,1901,1964,0.2,0.3
69030,Blue Point,,16,16,1900,1941,0.2,0.4
69031,Souffle Palmyre,,17,17,1895,1959,0.3,35.0
69043,Norwegian Sardines,,13,13,1906,1948,0.0,25.0
69044,Stuffed Egg a la Venitienne (1),,10,10,1906,1907,0.2,20.0
69053,Potatoes Persillees,,20,20,1907,1962,0.25,0.25
69058,Endive Flamande,,32,32,1906,1933,0.35,60.0
69062,"Asparagus, Argenteuil",,10,10,1907,1917,0.8,150.0
69076,"Supreme of Chicken, Jeannette",,20,20,1907,1939,0.75,1.5
69090,"Lobster, Thermidor",,23,23,1907,1954,0.7,125.0
69102,Smoked Salmon in slices,,10,10,1906,1907,0.5,50.0
69108,Gumbo a la Creole,,14,15,1897,1912,0.2,35.0
69123,Chateau Dillon,,14,14,1881,1917,0.75,1.75
69189,Chateau Cerons,,17,17,1899,1915,1.75,1.75
69218,Strained Chicken Gumbo,,15,15,1906,1917,0.25,0.35
69306,Pralinee Ice cream,,47,48,1907,1934,0.3,0.3
69329,Corned Beef with Baked Beans,,12,15,1894,1916,0.1,0.2
69340,Potatoes Lorette,,49,49,1897,1972,0.25,0.4
69367,Blue Point Oysters on the Half Shell,,13,13,1894,2002,0.2,9.0
69409,Chateau Potatoes,,43,47,1890,1971,0.25,0.3
69506,Provolone,,14,16,1899,1973,0.6,0.75
69618,Heart of Lettuce,,57,61,1893,1987,0.0,30.0
69638,Parfait Praline,,12,16,1917,1957,0.0,0.6
69730,Dry Martini,,64,65,1906,1990,0.0,85.0
69781,Garden Peas,,93,102,1899,1981,0.0,0.6
69815,Coupe Jacques,,36,38,1905,1978,0.0,0.75
69858,Imported Camembert,,16,17,1893,1985,0.2,3.5
69862,Philadelphia Pepper Pot,,34,39,1899,1965,0.2,0.5
69871,Peach Custard Pie,,9,10,1899,1940,0.3,0.3
69873,Mongol Soup,,42,42,1900,1916,0.2,0.5
69874,"Rice Pudding, Vanilla Sauce",,17,17,1885,1921,0.05,0.25
69875,Tomato with Rice Soup,,13,13,1883,1938,0.1,0.5
69887,"Two Eggs, Boiled",,24,25,1907,1962,0.1,5.0
69888,"Two Eggs, Fried",,25,27,1907,1986,0.1,5.0
69889,"Two Eggs, Scrambled",,22,23,1907,1986,0.1,3.95
69979,Celeri braise,,13,13,1892,1955,0.0,0.6
70005,Petite marmite soup,,70,70,1899,1944,0.0,0.75
70009,Canape of caviar a la Russe,,11,11,1899,1917,0.25,0.5
70015,Cheese and Toasted Crackers,,10,10,1907,1958,0.25,0.5
70181,Charlotte a la Russe,,11,11,1894,1937,0.0,0.35
70198,Fresh Strawberry Parfait,,13,14,1907,1962,0.25,0.6
70225,Salade De Fruits,,16,17,1900,1987,0.0,0.75
70228,Pine-apple Water Ice,,10,10,1892,1907,0.25,0.25
70251,Apple pancake,,23,23,1900,1971,0.0,4.25
70473,Plain potatoes,,13,13,1856,1973,0.1,0.1
70474,French potatoes,,27,27,1897,1948,0.1,0.3
70543,Mt. Vernon Rye,,18,19,1900,1950,0.15,1.75
70589,"Chicken saute, Chasseur",,10,10,1900,1941,0.6,2.25
70604,Tongue ecarlate,,18,18,1905,1955,0.35,0.6
70635,Hareng marine,,16,16,1900,1919,0.0,0.5
70643,Tortue verte en tasse,,11,11,1905,1906,0.0,0.5
70649,Croquettes de homard,,13,13,1900,1907,0.6,1.0
70661,Perdreau,,35,38,1896,1935,0.0,3.5
70669,Cerises Jubile,,11,11,1905,1961,0.0,1.5
70675,Sorbet Chartreuse,,15,15,1899,1914,0.4,0.4
70704,Stewed Lobster in Port Wine,,19,19,1900,1919,0.5,1.25
70828,"Kingfish, Meunière",,17,18,1899,1933,0.5,1.0
70831,Lobster au gratin,,14,15,1906,1969,1.25,125.0
70912,2 Shirred Eggs,,10,10,1900,1920,0.1,0.5
71116,"Sweet potatoes, O'Brien",,10,10,1905,1907,0.4,0.4
71168,Patates O'Brien,,10,10,1905,1907,0.4,0.4
71169,Epinards aux fleurons,,10,10,1906,1944,0.0,0.5
71172,Asperges fraiches,,32,32,1906,1918,0.5,5.0
71175,Pommes Bermudes,,24,24,1906,1906,0.3,0.3
71351,Oysters a la bourguignonne,,31,31,1900,1920,0.4,0.6
71360,Cape Cod Oysters on Half Shell,,8,11,1906,1938,0.3,0.3
71364,Sherbert,,21,21,1906,1987,0.15,1.5
71617,Certified Milk,,82,89,1907,1985,0.0,0.85
71618,"Milk, per Bottle",,45,46,1900,1961,0.05,5.0
71691,"CONSOMME, HOT",,15,15,1900,2012,0.15,0.35
71692,"Consomme, Cold",,10,10,1900,2012,0.15,0.25
71718,Spitzenberg apple,,10,11,1900,1914,0.1,0.15
71775,Ceylon,,12,12,1905,1950,0.1,0.3
71789,"Buttermilk, glass",,29,30,1905,1961,0.05,10.0
71794,"Malted Milk, cup",,13,13,1905,1918,0.05,0.15
71800,Orangeade,,125,139,1898,1980,0.0,5.0
71887,Almond Tart,,11,11,1900,1917,0.15,0.15
71894,O'Brien Potatoes,,63,63,1900,1974,0.0,0.9
71895,Hash Browned Potatoes,,20,20,1899,1963,0.15,0.9
71919,Pickled Figs,,78,102,1901,1914,0.25,0.3
71951,Philadelphia Pepper-Pot,,15,15,1901,1962,0.25,0.4
71956,"Cold Lobster, Mayonnaise",,17,17,1907,1954,0.5,3.5
71974,Lamb Chops (1),,31,31,1900,1969,0.0,3.9
72052,Assorted Cold Meat,,22,22,1905,1974,0.0,75.0
72076,Croquettes Livonienne,,11,11,1905,1906,0.5,0.5
72078,New Green Corn,,51,53,1893,1919,0.1,0.6
72214,2 Poached Eggs,,15,16,1899,1916,0.1,15.0
